nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT01219738,Acute Airway Vascular Smooth Muscle Effects of Inhaled Budesonide,Unknown,COMPLETED,"Budesonide 360ug, Budesonide 720ug, Budesonide 1440ug, Budesonide720ug 4 times, Placebo","DRUG, DRUG, DRUG, DRUG, DRUG",Other,University of Miami,['Asthma'],2008-07,2012-08,https://clinicaltrials.gov/study/NCT01219738
NCT00861809,The Effect of Single Doses of the Motilin Receptor Agonist GSK962040 in Type I Diabetic Patients With Gastroparesis,Unknown,COMPLETED,"GSK962040 25 mg, Placebo, GSK962040 50 mg, GSK962040 1250 mg","DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Gastroparesis'],2009-06,2010-11,https://clinicaltrials.gov/study/NCT00861809
NCT06639087,A Phase Ib Study of AZD5462 on Top of Dapagliflozin in Participants With Heart Failure and Moderate Renal Impairment,Unknown,TERMINATED,"AZD5462, Dapagliflozin, Placebo","DRUG, DRUG, OTHER",Other,AstraZeneca,"['Renal Impairment', 'Heart Failure']",2024-09-27,2025-05-29,https://clinicaltrials.gov/study/NCT06639087
NCT06566248,A Clinical Trial to Evaluate the Efficacy and Safety of TQA3810 Tablets in Combination/Non Combination With Nucleoside (Acid) Analogues in Patients With Primary/Treated Chronic Hepatitis B,Unknown,RECRUITING,"TQA3810 tablets+NUC, Placebo+NUC","DRUG, DRUG",Other,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",['Chronic Hepatitis B'],2024-03-20,2024-09,https://clinicaltrials.gov/study/NCT06566248
NCT01262898,Dose Response of 28 Days of Dosing of GSK962040 in Type I and II Diabetic Male and Female Subjects With Gastroparesis,Unknown,COMPLETED,"GSK962040 (5 mg tablet), GSK962040 (25 mg tablet), GSK962040 (125 mg tablet), Placebo","DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Gastroparesis'],2011-05-03,2013-02-26,https://clinicaltrials.gov/study/NCT01262898
NCT02040233,Multiple Dose Study in Heart Failure of BAY 1067197,Unknown,COMPLETED,"BAY1067197 (10 mg), BAY1067197, Placebo (10 mg), Placebo","DRUG, DRUG, DRUG, DRUG",Other,Bayer,['Heart Failure'],2014-01-28,2015-01-29,https://clinicaltrials.gov/study/NCT02040233
NCT02814643,Study to Evaluate the Potential Effect of Benralizumab on the Humoral Immune Response to the Seasonal Influenza Vaccination in Adolescent and Young Adult Patients With Severe Asthma,Unknown,COMPLETED,"Benralizumab, Benralizumab Placebo, Seasonal influenza virus vaccine","DRUG, DRUG, DRUG",Other,AstraZeneca,['Asthma'],2016-07-01,2017-01-24,https://clinicaltrials.gov/study/NCT02814643
NCT06175832,PPOS (Progestin Primed Ovarian Stimulation) and Corifollitropin Alfa (CFA) Cross-over Study,Unknown,NOT_YET_RECRUITING,"Elonva®, Puregon®, Orgalutran®, Gonapeptyl®, Cerazette®","DRUG, DRUG, DRUG, DRUG, DRUG",Other,"University Hospital, Ghent","['Ovarian Stimulation', 'Quality of Life', 'Preimplantation Genetic Testing', 'Fertility Preservation']",2025-01-14,2025-05-10,https://clinicaltrials.gov/study/NCT06175832
NCT02275052,A Study to Evaluate the Effect of the Combination of Umeclidinium (UMEC) and Vilanterol (VI) on Exercise Endurance Time (EET) in Participants With Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,"UMEC/VI DPI, Placebo DPI, Albuterol/salbutamol MDI","DRUG, DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2015-01-23,2016-06-02,https://clinicaltrials.gov/study/NCT02275052
NCT01928771,Efficacy and Safety Study of Benralizumab Added to High-dose Inhaled Corticosteroid Plus LABA in Patients With Uncontrolled Asthma,Unknown,COMPLETED,"Benralizumab, Placebo","BIOLOGICAL, BIOLOGICAL",Other,AstraZeneca,['Asthma'],2013-09-19,2016-04-05,https://clinicaltrials.gov/study/NCT01928771
NCT01270464,A Study to Evaluate the Efficacy and Safety of Reslizumab (0.3 or 3.0 mg/kg) as Treatment for Patients (12-75 Years of Age) With Eosinophilic Asthma,Unknown,COMPLETED,"Reslizumab, Placebo","DRUG, DRUG",Other,"Teva Branded Pharmaceutical Products R&D, Inc.",['Eosinophilic Asthma'],2011-02,2013-09,https://clinicaltrials.gov/study/NCT01270464
NCT01517932,Effects of Dexmedetomidine on Stress Response and Postoperative Analgesia,Unknown,COMPLETED,"dexmedetomidine, saline placebo","DRUG, DRUG",Other,Fang Luo,"['Restlessness', 'Pain']",2011-06,2011-12,https://clinicaltrials.gov/study/NCT01517932
NCT01609478,"Efficacy, Safety and Pharmacokinetics of Indacaterol Acetate in Patients With Persistent Asthma",Unknown,COMPLETED,"indacaterol, placebo, mometasone furoate","DRUG, DRUG, DRUG",Other,Novartis Pharmaceuticals,['Asthma'],2012-08,2013-07,https://clinicaltrials.gov/study/NCT01609478
NCT02127697,Study of Efficacy and Safety of NVA237 in Patients With Poorly Controlled Asthma,Unknown,WITHDRAWN,"NVA237, Placebo to NVA237, salbutamol/ albuterol","DRUG, DRUG, DRUG",Other,Novartis Pharmaceuticals,['Asthma'],2015-03,2017-05,https://clinicaltrials.gov/study/NCT02127697
NCT00687700,A Study to Investigate the Pharmacology of a Dual Pharmacophore in Healthy Volunteers,Unknown,COMPLETED,"GSK961081, GSK961081 matching placebo, Propranolol, Propranolol matching placebo","DRUG, DRUG, DRUG, DRUG",Other,Theravance Biopharma,"['Pulmonary Disease, Chronic Obstructive']",2008-03-10,2008-05-27,https://clinicaltrials.gov/study/NCT00687700
NCT07087054,Carcinoid Syndrome Efficacy Study Featuring an Oral Daily Paltusotine Regimen,Unknown,RECRUITING,"Paltusotine, Placebo","DRUG, DRUG",Other,Crinetics Pharmaceuticals Inc.,"['Carcinoid Syndrome', 'Carcinoid', 'Carcinoid Tumor', 'Carcinoid Tumor of Ileum', 'Carcinoid Tumor of Cecum', 'Carcinoid Tumor of Liver', 'Carcinoid Tumor of Pancreas', 'Carcinoid Syndrome Diarrhea', 'Carcinoid Intestine Tumor']",2025-11-19,2027-08,https://clinicaltrials.gov/study/NCT07087054
NCT02429765,Effect of Aclidinium/Formoterol on Nighttime Lung Function and Morning Symptoms in Chronic Obstructive Pulmonary Disease,Unknown,COMPLETED,"ACL/FOR, Placebo","DRUG, DRUG",Other,Queen's University,['COPD'],2015-10,2018-08,https://clinicaltrials.gov/study/NCT02429765
NCT03110757,"A Phase Ib Study of the Safety, Reactogenicity, and Immunogenicity of Sm-TSP-2/Alhydrogel)(R) With or Without AP 10-701 for Intestinal Schistosomiasis in Healthy Exposed Adults",Unknown,COMPLETED,"GLA-AF, Hepatitis B Virus Vaccine (Recombinant), Sm-TSP-2/Alhydrogel","BIOLOGICAL, BIOLOGICAL, BIOLOGICAL",Other,National Institute of Allergy and Infectious Diseases (NIAID),['Schistosomiasis'],2018-05-20,2019-11-14,https://clinicaltrials.gov/study/NCT03110757
NCT01147744,Dose Ranging Study Evaluating the Efficacy and Safety of GSK2190915 Administered Once Daily,Unknown,COMPLETED,"Fluticasone Propionate 100mcg via ACCUHALER/DISKUS, GSK2190915 100mg, GSK2190915 10mg, GSK2190915 300mg, GSK2190915 30mg, Montelukast 10mg, Placebo GSK2190915 one tablet, Placebo montelukast, Placebo fluticasone propionate via ACCUHALER/DISKUS, Placebo GSK2190915 two tablets","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2010-06-28,2011-10-06,https://clinicaltrials.gov/study/NCT01147744
NCT05026398,Fenfluramine and Cognition,Unknown,COMPLETED,"Fenfluramine, Placebo","DRUG, OTHER",Other,University of Oxford,['Cognitive Function'],2021-04-12,2022-06-22,https://clinicaltrials.gov/study/NCT05026398
NCT05677763,OM-85 in Paediatric Recurrent Respiratory Tract Infections With Wheezing Lower Respiratory Illness,Unknown,ACTIVE_NOT_RECRUITING,"OM-85, Placebo","DRUG, DRUG",Other,OM Pharma SA,"['Respiratory Tract Infections', 'Wheezing Lower Respiratory Illness']",2022-12-12,2026-03-23,https://clinicaltrials.gov/study/NCT05677763
NCT00523445,The Effects of Varenicline on Cognitive Function in Patients With Schizophrenia,Unknown,COMPLETED,"Varenicline(Chantix), Placebo","DRUG, DRUG",Other,Inje University,['Schizophrenia'],2007-09,2009-06,https://clinicaltrials.gov/study/NCT00523445
NCT01018550,AMG 853 Phase 2 Study in Subjects With Inadequately Controlled Asthma,Unknown,COMPLETED,"AMG 853, AMG 853, AMG 853, AMG 853, Placebo","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Amgen,['Asthma'],2009-10,2010-12,https://clinicaltrials.gov/study/NCT01018550
NCT04762836,"Pain, Learning, and Nocebo",Unknown,COMPLETED,"D-cycloserine, Conditioning, Extinction, fMRI, Placebo","DRUG, BEHAVIORAL, BEHAVIORAL, OTHER, DRUG",Other,Leiden University Medical Center,"['Chronic Pain', 'Pain Syndrome']",2021-02-28,2021-08-20,https://clinicaltrials.gov/study/NCT04762836
NCT03038308,Treatment of Hyperprolactinemia With the Non-ergoline Dopamine Agonist Ropinirole,Unknown,COMPLETED,Ropinirole,DRUG,Other,Columbia University,"['Hyperprolactinemia', 'Prolactinoma']",2016-09-16,2020-11-05,https://clinicaltrials.gov/study/NCT03038308
NCT04912115,"Randomized, Double-Blind, Active Placebo-Controlled Study of Ketamine to Treat Levodopa-Induced Dyskinesia",Unknown,SUSPENDED,"Ketamine, Midazolam","DRUG, DRUG",Other,PharmaTher Inc.,"['Dyskinesias', 'Movement Disorders', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Neurologic Manifestations']",2021-10-05,2023-12-30,https://clinicaltrials.gov/study/NCT04912115
NCT04607525,Dexmedetomidine Infusion Effect on Hemodynamic Variables During Craniotomy,Unknown,COMPLETED,"Dexmedetomidine, normal saline","DRUG, DRUG",Other,Ain Shams University,"['Hemodynamic Instability', 'Supratentorial Neoplasms']",2020-11-21,2021-01-20,https://clinicaltrials.gov/study/NCT04607525
NCT03272009,Evaluation of the Safety and Pharmacology of EYP001 in HBV Subjects,Unknown,COMPLETED,"EYP001a, Placebo, Entecavir, peg-interferon alfa-2a","DRUG, DRUG, DRUG, DRUG",Other,Enyo Pharma,"['Hepatitis B, Chronic']",2017-09-21,2018-07-30,https://clinicaltrials.gov/study/NCT03272009
NCT00452699,A 12-Month Study Comparing Fluticasone Propionate/Salmeterol (ADVAIR) DISKUS Combination Product 250/50mcg BID To Fluticasone Propionate (FLOVENT) DISKUS 250 mcg BID In Symptomatic Subjects With Asthma,Unknown,COMPLETED,"Fluticasone Propionate/salmeterol xinofoate 250/50 mcg BID, Fluticasone propionate 250 mcg BID","DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2007-05,2009-05,https://clinicaltrials.gov/study/NCT00452699
NCT01316887,"A 52-Week, Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study to Evaluate the Safety and Tolerability of GSK573719/GW642444 and GSK573719 in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Unknown,COMPLETED,"125/25 mcg once-daily GSK573719/GW642444, 125mcg once-daily GSK573719, Placebo once-daily","DRUG, DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2011-01-01,2012-07-01,https://clinicaltrials.gov/study/NCT01316887
NCT00993863,Analgesic Efficacy and Safety of ADL5859 in Subjects With Acute Dental Pain After Third Molar Extraction,Unknown,COMPLETED,"Placebo, ADL5859 30 mg, ADL5859 100 mg, ADL5859 200 mg, ibuprofen 400 mg","DRUG, DRUG, DRUG, DRUG, DRUG",Other,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",['Acute Pain'],2007-06,2007-09,https://clinicaltrials.gov/study/NCT00993863
NCT06940674,Adjunctive Cannabidiol for Recovery From Opioid Study,Unknown,RECRUITING,"Cannabidiol, Placebo","DRUG, DRUG",Other,Icahn School of Medicine at Mount Sinai,['Opioid Use Disorder (OUD)'],2025-06-13,2027-07-15,https://clinicaltrials.gov/study/NCT06940674
NCT00420290,"Inflammation, Proteolysis and IL-1 Beta Receptor Inhibition in Chronic Hemodialysis Patients",Unknown,COMPLETED,"kineret, placebo","DRUG, DRUG",Other,Vanderbilt University,['End Stage Renal Disease'],2008-01,2010-05,https://clinicaltrials.gov/study/NCT00420290
NCT06958718,Ultrasound vs. Surgical ESP Block With Bupivacaine-Dexmedetomidine in Lumbar Fusion Surgery,Unknown,COMPLETED,"Ultrasound Guided erector spinae plane block (UB), Surgical erector spinae plane block (SB), Dexmedetomidine, Bupivacaine Hcl 0.5% Inj","PROCEDURE, PROCEDURE, DRUG, DRUG",Other,Fayoum University Hospital,['Post Operative Pain'],2025-05-06,2025-08-31,https://clinicaltrials.gov/study/NCT06958718
NCT06245213,A Study of ANAVEX3-71 in Adults With Schizophrenia,Unknown,ACTIVE_NOT_RECRUITING,"ANAVEX3-71 oral capsules, Placebo oral capsules","DRUG, DRUG",Other,Anavex Life Sciences Corp.,['Schizophrenia'],2024-03-15,2025-06-30,https://clinicaltrials.gov/study/NCT06245213
NCT03515096,Eltrombopag vs. rhTPO to Increase Platelet Level After HSCT,Unknown,COMPLETED,"Eltrombopag, rhTPO","DRUG, DRUG",Other,Shenzhen Second People's Hospital,"['Eltrombopag', 'Hematopoietic Stem Cell Transplantation', 'Thrombocytopenia']",2018-07-01,2021-08-02,https://clinicaltrials.gov/study/NCT03515096
NCT00622635,A Crossover Study to Determine the 24 Hour Lung Function Profile of Indacaterol in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,"Indacaterol 300 μg, Placebo to indacaterol, Salmeterol 50 μg","DRUG, DRUG, DRUG",Other,Novartis Pharmaceuticals,['Chronic Obstructive Pulmonary Disease'],2008-01,2008-07,https://clinicaltrials.gov/study/NCT00622635
NCT02531516,An Efficacy and Safety Study of JNJ-56021927 (Apalutamide) in High-risk Prostate Cancer Subjects Receiving Primary Radiation Therapy: ATLAS,Unknown,ACTIVE_NOT_RECRUITING,"Apalutamide, Bicalutamide, Bicalutamide Placebo, Apalutamide Placebo, GnRH (agonist), 74-80 Grays (units of radiation)","DRUG, DRUG, DRUG, DRUG, DRUG, RADIATION",Other,"Aragon Pharmaceuticals, Inc.",['Prostatic Neoplasms'],2015-11-19,2026-06-30,https://clinicaltrials.gov/study/NCT02531516
NCT06567977,"TriMaximize: A Multicentre, Prospective, Non-interventional Trial in Asthma Patients",Unknown,RECRUITING,Trimbow,OTHER,Other,Chiesi Poland Sp. z o.o.,['Asthma'],2024-08,2025-03-01,https://clinicaltrials.gov/study/NCT06567977
NCT03840057,"Metoclopramide, Azithromycin, or Nondrug Pretreatment for UGIB to Reduce Second Endoscopy",Unknown,UNKNOWN,"Azithromycin Injection, Metoclopramide Injectable Solution, Sodium chloride 0.9%","DRUG, DRUG, DRUG",Other,Waihong Chung,"['Gastro Intestinal Bleeding', 'Upper Gastrointestinal Bleeding']",2020-07-01,2021-06,https://clinicaltrials.gov/study/NCT03840057
NCT04651777,Evaluation of Triple Therapy Using Magnetic Resonance Imaging in Asthma,Unknown,ACTIVE_NOT_RECRUITING,FF/UMEC/VI,DRUG,Other,Dr. Grace Parraga,['Asthma'],2022-08-08,2023-08-25,https://clinicaltrials.gov/study/NCT04651777
NCT05213611,REported Outcomes in COPD With Trixeo in Real worlD,Unknown,COMPLETED,,,Unknown,AstraZeneca,['Chronic Obstructive Pulmonary Disease'],2022-08-11,2024-07-08,https://clinicaltrials.gov/study/NCT05213611
NCT06071767,"Evaluation of Safety, Immunogenicity and Efficacy of a Triple Immune Regimen in Adults Initiated on ART During Acute HIV-1",Unknown,RECRUITING,"ChAdOx1.tHIVconsv1, ChAdOx1.HIVconsv62, MVA.tHIVconsv3, MVA.tHIVconsv4, Vesatolimod (VES), GS-5423, GS-2872, MVA.tHIVconsv4, Placebo","BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, DRUG, DRUG, DRUG, BIOLOGICAL, BIOLOGICAL",Other,National Institute of Allergy and Infectious Diseases (NIAID),['HIV-1-infection'],2024-04-01,2028-04-29,https://clinicaltrials.gov/study/NCT06071767
NCT04814940,Retrospective Analysis of Real-world Data From Medical Records on the Use of MENOPUR for Infertility Treatment,Unknown,WITHDRAWN,MENOPUR Cohort,OTHER,Other,Ferring Pharmaceuticals,"['Infertility, Female']",2022-09-01,2023-09-01,https://clinicaltrials.gov/study/NCT04814940
NCT06688279,Effects of Plyometric Exercises in Female Fast Bowlers,Unknown,RECRUITING,"Plyometric Exercise, Standard exercises protocol","OTHER, OTHER",Other,Sehat Medical Complex,"['Plyometric Exercises', 'Strength', 'Dynamic Balance', 'Power']",2024-11-30,2025-05-25,https://clinicaltrials.gov/study/NCT06688279
NCT02554812,A Study Of Avelumab In Combination With Other Cancer Immunotherapies In Advanced Malignancies (JAVELIN Medley),Unknown,TERMINATED,"Avelumab, Utomilumab, PF-04518600, PD 0360324, CMP-001","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Pfizer,['Advanced Cancer'],2015-11-09,2023-03-23,https://clinicaltrials.gov/study/NCT02554812
NCT04460456,A Study of SBT6050 Alone and in Combination With PD-1 Inhibitors in Subjects With Advanced HER2 Expressing Solid Tumors,Unknown,UNKNOWN,"SBT6050, pembrolizumab, Cemiplimab","DRUG, DRUG, DRUG",Other,Silverback Therapeutics,['HER2 Positive Solid Tumors'],2020-07-27,2022-12,https://clinicaltrials.gov/study/NCT04460456
NCT04828226,Clonidine to Prevent Delirium After Electroconvulsive Therapy.,Unknown,RECRUITING,"Clonidine, Placebo","DRUG, DRUG",Other,"Insel Gruppe AG, University Hospital Bern","['Major Depressive Disorder', 'Catatonia', 'Bipolar Disorder', 'Delirium Postseizure']",2021-04-27,2026-07-27,https://clinicaltrials.gov/study/NCT04828226
NCT03954132,Spiolto® Respimat® (Tiotropium/Olodaterol) Versus Triple Combination Therapy in Everyday Clinical Treatment Practice for Chronic Obstructive Pulmonary Disease (EVELUT®),Unknown,COMPLETED,"Spiolto® Respimat®, Triple-Therapy (LAMA/LABA/ICS)","DRUG, DRUG",Triple agonist,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2019-06-07,2021-06-30,https://clinicaltrials.gov/study/NCT03954132
NCT04184297,Comparative Effectiveness and Safety of Tiotropium and Olodaterol in Comparison to Triple Therapy,Unknown,COMPLETED,"Tiotropium and Olodaterol (Tio+Olo), Long-acting beta2-agonist and Inhaled corticosteroids (LABA and ICS)","DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2019-11-01,2019-11-04,https://clinicaltrials.gov/study/NCT04184297
NCT02630290,Addition of Dexmedetomidine to Ropivacaine-induced Supraclavicular Block (ADRIB Trial),Unknown,COMPLETED,"Ropivacaine, Ropivacaine + Dexmedetomidine","DRUG, DRUG",Other,Guangzhou First People's Hospital,"['Radius Fractures', 'Ulna Fractures', 'Hand Injuries', 'Wrist Injuries', 'Forearm Injuries']",2015-12,2016-06,https://clinicaltrials.gov/study/NCT02630290
NCT02567708,"A Study to Investigate the Efficacy, Safety, and Tolerability of Repeat Doses of Inhaled GSK2269557 in Adults With Persistent, Uncontrolled Asthma",Unknown,COMPLETED,"GSK2269557 DPI, Placebo DPI","DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2015-10-01,2016-09-21,https://clinicaltrials.gov/study/NCT02567708
NCT03554109,QUILT-3.057: NANT Neoadjuvant Triple- Negative Breast Cancer (TNBC) Vaccine,Unknown,WITHDRAWN,"Leucovorin, 5-Fluorouracil, Aldoxorubicin HCl, nab-Paclitaxel, ETBX-011, ETBX-051, ETBX-061, GI-4000, GI-6207, GI-6301, Avelumab, ALT-803, haNK, Cyclophosphamide, Doxorubicin HCL, paclitaxel","DRUG, DRUG, DRUG, DRUG, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, DRUG, BIOLOGICAL, BIOLOGICAL, DRUG, DRUG, DRUG",Other,"ImmunityBio, Inc.",['Triple Negative Breast Cancer (TNBC)'],2018-09,2020-06,https://clinicaltrials.gov/study/NCT03554109
NCT04138758,Comparative Effectiveness and Safety of Tiotropium and Olodaterol in Comparison to LABA/ICS,Unknown,COMPLETED,"Tiotropium bromide + Olodaterol, LABA/ICS","DRUG, DRUG",Other,Boehringer Ingelheim,['COPD'],2019-11-01,2019-11-04,https://clinicaltrials.gov/study/NCT04138758
NCT06351358,Evaluation of the Effects of a Biostimulator and Dermal Fillers for Cheek Augmentation and Contour Deficiencies,Unknown,ACTIVE_NOT_RECRUITING,"Sculptra treatment, Restylane Treatment","DEVICE, DEVICE",Other,Galderma R&D,"['Photoaging', 'Weight Loss', 'Skin Laxity', 'Photodamaged Skin', 'Volume Deficiency of the Midface']",2024-02-19,2025-05-31,https://clinicaltrials.gov/study/NCT06351358
NCT00909779,Safety Study of Arformoterol Tartrate Inhalation Solution in Chronic Obstructive Pulmonary Disease (COPD) Subjects,Unknown,COMPLETED,"Arformoterol, Placebo","DRUG, DRUG",Other,"Sumitomo Pharma America, Inc.",['Chronic Obstructive Pulmonary Disease'],2009-06,2012-06,https://clinicaltrials.gov/study/NCT00909779
NCT04249310,Early Intervention Efficacy in COPD,Unknown,COMPLETED,"Tiotropium/Olodaterol, Tiotropium","DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2020-03-27,2020-08-12,https://clinicaltrials.gov/study/NCT04249310
NCT02345161,A Comparison Study Between the Fixed Dose Triple Combination of Fluticasone Furoate/ Umeclidinium/ Vilanterol Trifenatate (FF/UMEC/VI) With Budesonide/Formoterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,"Triple FF/UMEC/VI, Placebo to match FF/UMEC/VI, Budesonide/Formoterol, Placebo to match Budesonide/Formoterol combination, Albuterol/salbutamol","DRUG, DRUG, DRUG, DRUG, DRUG",Triple agonist,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2015-01-23,2016-04-01,https://clinicaltrials.gov/study/NCT02345161
NCT02794519,A Phase 2a Study to Evaluate the Effects of Sirukumab in Subjects With Severe Poorly Controlled Asthma,Unknown,WITHDRAWN,"Sirukumab, Placebo, Rescue medication","DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2016-09-23,2016-10-04,https://clinicaltrials.gov/study/NCT02794519
NCT04172701,A Study in South Korea Using Medical Records to Look at Different Treatments for Chronic Obstructive Airway Disease (COPD),Unknown,COMPLETED,"Long-acting Muscarinic Antagonists (LAMA), Inhaled corticosteroid (ICS)/Long-acting Beta Agonists (LABA)","DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2020-04-15,2020-12-31,https://clinicaltrials.gov/study/NCT04172701
NCT03387085,QUILT-3.067: NANT Triple Negative Breast Cancer (TNBC) Vaccine: Molecularly Informed Integrated Immunotherapy in Subjects With TNBC Who Have Progressed on or After Standard-of-care Therapy.,Unknown,TERMINATED,"Aldoxorubicin HCl, N-803, ETBX-011, ETBX-051, ETBX-061, GI-4000, GI-6207, GI-6301, haNK for Infusion, avelumab, bevacizumab, Capecitabine, Cisplatin, Cyclophosphamide, 5-Fluorouracil, Leucovorin, nab-Paclitaxel, SBRT","DRUG, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, PROCEDURE",Other,"ImmunityBio, Inc.",['Triple Negative Breast Cancer'],2018-03-19,2020-09-11,https://clinicaltrials.gov/study/NCT03387085
NCT02488590,Systematic Approach for the Diagnosis and Treatment of Obstructive Lung Diseases,Unknown,UNKNOWN,"LABA + LAMA, ICS, LABA + LAMA + ICS, LABA + ICS, other","DRUG, DRUG, DRUG, DRUG, DRUG",Other,KU Leuven,"['Chronic Obstructive Pulmonary Disease', 'Asthma', 'Overlap Syndrome']",2015-07,2020-04,https://clinicaltrials.gov/study/NCT02488590
NCT02164513,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Unknown,COMPLETED,"fluticasone furoate (FF), vilanterol (VI), umeclidinium bromide (UMEC)","DRUG, DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2014-06-30,2017-07-17,https://clinicaltrials.gov/study/NCT02164513
NCT02661100,"A Trial of CDX-1401 in Combination With Poly-ICLC and Pembrolizumab, in Previously Treated Advanced Solid Tumor Patients",Unknown,WITHDRAWN,"Pembrolizumab, CDX-1401, Poly-ICLC","DRUG, BIOLOGICAL, BIOLOGICAL",Other,Case Comprehensive Cancer Center,"['Non Small Cell Lung Cancer', 'Advanced Triple Negative Breast Cancer', 'Small Cell Lung Cancer', 'Urothelial Cancer', 'Mesothelioma', 'Malignant Melanoma']",2017-01,2018-07,https://clinicaltrials.gov/study/NCT02661100
NCT03175666,QUILT-3.049: NANT Triple Negative Breast Cancer (TNBC) Vaccine: Combination Immunotherapy in Subjects With TNBC Who Have Progressed on or After Anthracycline-based Chemotherapy,Unknown,WITHDRAWN,"avelumab, bevacizumab, capecitabine, cisplatin, cyclophosphamide, 5-Fluorouracil, Leucovorin, nab-paclitaxel, Lovaza, Stereotactic Body Radiation Therapy, ALT-803, ETBX-011, ETBX-051, ETBX-061, GI-4000, GI-6207, GI-6301, haNK","BIOLOGICAL, BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, RADIATION, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, BIOLOGICAL",Other,"ImmunityBio, Inc.",['Triple Negative Breast Cancer'],2017-12,2019-01,https://clinicaltrials.gov/study/NCT03175666
NCT04876677,Functional Respiratory Imaging Study,Unknown,COMPLETED,Beclomethasone dipropionate/Formoterol Fumarate/Glycopyrronium,DRUG,Other,Chiesi Farmaceutici S.p.A.,['Chronic Obstructive Pulmonary Disease'],2021-05-25,2022-01-03,https://clinicaltrials.gov/study/NCT04876677
NCT02924688,"A Phase III Parallel Group Study, Comparing the Efficacy, Safety and Tolerability of the Fixed Dose Combination (FDC) of Fluticasone Furoate+Umeclidinium Bromide+Vilanterol (FF/UMEC/VI) With the FDC of FF/VI in Subjects With Inadequately Controlled Asthma",Unknown,COMPLETED,"FF/UMEC/VI (100/31.25/25) mcg, FF/UMEC/VI (100/62.5/25) mcg, FF/UMEC/VI (200/31.25/25) mcg, FF/UMEC/VI (200/62.5/25) mcg, FF/VI (100/25) mcg, FF/VI (200/25) mcg, Fluticasone/salmeterol (FSC), Albuterol/salbutamol, ELLIPTA DPI, DISKUS DPI, METERED-DOSE INHALER (MDI)","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DEVICE, DEVICE, DEVICE",Other,GlaxoSmithKline,['Asthma'],2016-10-13,2019-02-22,https://clinicaltrials.gov/study/NCT02924688
